年龄,年收入,贷款金额,信用评分,工作年限,负债率,有房产,有车,违约
44,30000,19197,737,4,0.47,0,1,0
34,30000,11641,800,31,0.51,0,0,0
49,30000,6860,796,3,0.25,0,1,0
41,30000,22769,531,13,0.55,0,0,1
36,30000,14179,561,7,0.17,1,0,0
42,30000,20899,569,7,0.48,1,1,0
22,30000,10183,574,2,0.51,1,0,0
26,30000,10041,675,2,0.68,1,0,0
26,30000,23696,604,1,0.16,1,0,0
39,30000,13958,815,16,0.07,0,0,0
55,30000,5954,802,16,0.18,1,0,0
60,30000,7613,649,6,0.09,0,1,0
44,30000,13120,806,1,0.12,1,1,0
43,30000,5000,769,1,0.23,1,1,0
22,30000,12713,613,22,0.29,0,0,0
32,30000,11797,489,0,0.63,0,1,1
30,30000,19366,632,9,0.14,1,1,0
31,30000,10453,598,2,0.68,1,1,1
36,30000,23633,666,2,0.57,1,1,0
33,30000,6796,657,8,0.62,1,1,0
22,30000,15410,655,0,0.65,0,1,1
45,30000,5000,691,2,0.53,0,0,0
27,30000,18411,552,15,0.55,0,0,1
40,30000,23889,682,6,0.31,1,1,0
58,30000,20201,614,7,0.36,0,0,0
28,30000,14669,665,7,0.65,1,0,1
22,30000,13179,726,0,0.26,1,1,0
35,30000,20535,552,1,0.03,1,1,0
49,30000,22655,627,3,0.53,0,0,1
57,30000,23773,640,2,0.4,0,1,0
25,30000,11327,608,2,0.57,1,1,0
42,30000,23809,721,7,0.05,1,1,0
33,30000,6274,592,0,0.43,1,1,0
36,30000,8324,605,5,0.17,1,1,0
64,30000,5000,593,0,0.63,0,1,1
22,30000,8706,737,0,0.08,0,1,0
40,30000,19126,610,2,0.59,0,1,1
42,30000,20911,686,9,0.06,1,1,0
48,30000,19356,808,0,0.02,0,1,0
38,30000,16252,644,4,0.16,1,1,0
41,30000,13793,738,5,0.23,1,0,0
34,30000,17882,783,1,0.44,0,0,0
40,30000,11207,732,3,0.09,1,1,0
34,30000,20667,648,12,0.31,1,0,0
44,30000,17220,701,3,0.14,1,1,0
34,30000,17653,547,0,0.6,0,0,1
41,30000,14254,587,4,0.03,0,1,0
37,30000,21589,601,4,0.25,0,1,0
49,30000,8292,829,0,0.44,0,1,0
37,30000,11004,584,0,0.64,0,0,1
22,30000,19330,583,0,0.61,1,1,0
50,30000,13347,566,0,0.63,0,0,1
28,30000,21673,694,1,0.04,1,1,0
31,30000,10274,661,3,0.59,1,1,0
32,30000,10755,736,2,0.55,0,1,0
51,30000,21663,703,11,0.63,1,0,0
22,30000,12751,539,4,0.22,1,1,0
65,30000,13838,585,10,0.64,1,0,1
48,30000,9988,759,3,0.28,0,0,0
40,30000,8810,633,0,0.44,1,1,1
37,30000,16774,745,3,0.3,0,1,0
40,30000,5516,638,8,0.3,1,1,0
43,30000,21464,572,1,0.38,1,0,0
44,30000,19363,625,0,0.25,0,1,0
43,30000,7005,572,1,0.55,0,1,1
38,30000,17574,604,2,0.44,1,1,0
36,30000,15655,666,1,0.48,1,1,0
36,30000,6875,690,0,0.16,1,1,0
36,30000,8737,522,1,0.68,0,1,1
49,30000,11588,648,5,0.46,0,1,0
43,30000,17684,603,2,0.14,0,1,0
22,30000,16413,598,5,0.53,1,1,0
44,30000,14176,660,3,0.12,0,0,0
39,30000,19136,605,3,0.04,0,1,0
37,30000,18916,760,1,0.37,0,1,0
34,30000,15975,745,3,0.39,1,1,0
49,30000,19526,744,0,0.13,1,1,0
47,30000,10019,610,2,0.24,1,0,0
30,30000,21506,573,4,0.66,1,1,1
42,30000,15913,656,1,0.2,0,1,0
28,30000,20269,637,1,0.11,0,0,0
24,30000,14471,601,1,0.69,1,1,0
31,30000,7587,555,0,0.21,1,1,0
46,30000,14390,646,2,0.48,0,0,1
47,30000,10793,617,19,0.16,1,1,0
43,30000,17647,705,2,0.39,1,1,0
45,30000,12991,703,3,0.27,1,0,0
43,30000,20558,738,5,0.67,1,1,0
31,30000,17239,549,5,0.3,1,1,0
42,30000,17375,682,14,0.41,0,0,0
46,30000,7560,591,9,0.66,1,0,1
45,30000,23669,552,7,0.69,1,0,1
49,30000,20675,615,15,0.07,0,0,0
45,30000,19569,735,1,0.58,0,1,0
41,30000,9934,620,4,0.27,1,0,0
48,30000,14248,775,10,0.42,0,1,0
37,30000,5879,693,4,0.26,1,1,0
29,30000,14307,618,18,0.28,0,0,0
36,30000,6063,742,0,0.11,1,1,0
30,30000,14613,685,2,0.4,1,1,0
31,30000,16623,575,18,0.38,0,1,0
36,30000,11194,798,2,0.13,0,0,0
30,30000,13469,670,6,0.38,0,0,0
34,30000,21388,651,0,0.68,0,0,1
22,30000,5279,581,5,0.5,0,0,0
40,30000,19626,744,13,0.34,0,1,0
38,30000,6585,691,2,0.64,1,0,0
29,30000,5000,700,0,0.4,1,0,0
44,30000,6897,609,0,0.09,0,1,0
47,30000,19065,716,11,0.38,0,0,0
22,30000,11507,722,6,0.13,0,0,0
30,30000,21322,596,0,0.54,1,1,0
30,30000,14018,536,0,0.68,0,1,1
28,30000,5000,696,8,0.25,0,0,0
46,30000,18050,524,8,0.3,0,1,0
36,30000,5314,662,0,0.3,1,1,0
35,30000,19576,614,1,0.2,1,1,0
22,30000,6530,747,7,0.56,1,1,0
44,30000,10254,618,3,0.43,0,0,0
25,30000,18986,738,15,0.04,0,1,0
38,30000,23038,608,3,0.59,0,1,1
40,30000,10800,729,5,0.13,1,1,0
51,30000,20417,814,3,0.69,0,1,0
24,30000,7006,564,14,0.26,0,1,0
22,30000,19950,673,2,0.43,0,1,0
39,30000,16807,850,1,0.05,1,1,0
56,30000,7047,655,1,0.24,0,1,0
50,30000,9352,654,9,0.56,1,1,0
40,30000,5767,713,3,0.33,1,0,0
33,30000,11042,653,2,0.63,0,0,1
46,30000,7276,513,3,0.4,1,0,0
28,30000,16523,740,0,0.65,1,0,0
42,30000,23884,489,0,0.69,1,1,0
43,30000,5000,616,1,0.32,0,0,0
48,30000,14359,746,4,0.4,0,0,0
65,30000,15046,621,6,0.58,1,1,0
41,30000,22198,594,8,0.16,0,0,0
32,30000,13626,720,13,0.6,1,0,0
37,30000,14417,581,2,0.41,1,1,0
22,30000,12904,552,6,0.51,1,1,0
31,30000,8646,671,0,0.06,0,0,0
33,30000,5000,635,0,0.54,1,1,0
32,30000,11581,550,0,0.22,1,0,0
39,30000,5000,700,2,0.56,1,1,0
29,30000,14560,687,1,0.36,0,1,0
49,30000,9453,621,1,0.19,1,1,0
38,30000,14205,626,5,0.67,0,1,1
37,30000,5820,687,2,0.54,0,1,0
34,30000,22585,745,4,0.69,1,1,0
39,30000,21784,627,2,0.26,1,0,0
46,30000,6989,702,0,0.45,0,0,1
29,30000,10212,695,0,0.43,1,1,0
31,30000,15883,720,1,0.48,0,0,0
34,30000,5009,653,0,0.03,0,1,0
24,30000,10445,577,4,0.2,1,0,0
29,30000,8273,613,7,0.64,0,1,1
33,30000,22225,677,2,0.3,1,1,0
46,30000,20902,795,2,0.67,1,0,0
40,30000,15176,611,8,0.15,0,1,0
39,30000,13927,714,1,0.7,1,1,0
46,30000,22545,623,0,0.49,0,1,0
36,30000,22580,658,3,0.54,1,0,0
41,30000,23355,771,5,0.28,1,1,0
36,30000,5632,711,4,0.63,1,1,0
40,30000,6371,550,6,0.38,0,0,1
32,30000,17211,604,0,0.48,0,0,1
22,30000,14370,750,2,0.07,0,0,0
36,30000,5000,661,1,0.44,1,1,0
52,30000,5000,558,7,0.62,1,0,0
47,30000,21649,584,10,0.12,0,1,0
47,30000,21246,706,1,0.52,0,0,0
50,30000,10502,729,0,0.02,1,0,0
38,30000,21712,651,1,0.65,0,1,1
39,30000,15467,848,0,0.69,0,1,0
31,30000,19924,715,1,0.25,1,1,0
34,30000,11976,630,3,0.07,0,1,0
44,30000,5381,584,18,0.46,1,1,0
50,30000,12108,572,2,0.02,0,1,0
36,30000,12603,676,1,0.34,0,1,0
33,30000,14569,610,0,0.19,0,1,0
38,30000,5217,783,0,0.33,1,1,0
44,30000,23819,767,1,0.01,1,1,0
23,30000,8126,700,7,0.04,0,1,0
22,30000,7169,555,0,0.01,1,0,0
32,30000,14062,596,29,0.43,0,0,0
25,30000,14281,750,3,0.39,0,0,0
32,30000,12236,604,3,0.16,1,1,0
36,30000,19209,739,2,0.45,1,0,0
33,30000,13849,687,5,0.62,1,0,0
52,30000,15803,654,3,0.19,1,1,0
41,30000,18198,593,1,0.58,0,1,1
41,30000,5000,642,1,0.46,1,0,0
44,30000,14983,665,12,0.02,1,1,0
26,30000,21568,732,1,0.26,0,0,0
48,30000,5000,579,2,0.36,0,1,0
37,30000,11508,628,2,0.51,0,1,1
44,30000,22450,653,0,0.2,0,0,0
27,30000,10416,703,1,0.69,0,0,1
22,30000,12633,577,1,0.48,1,0,0
46,30000,23612,544,5,0.26,1,0,0
41,30000,7185,703,2,0.07,0,0,0
28,30000,5000,528,7,0.13,1,1,0
29,30000,21047,752,6,0.34,0,1,0
49,30000,21237,637,1,0.35,1,1,0
26,30000,12913,526,4,0.54,1,1,0
54,30000,13798,611,6,0.51,1,1,0
28,30000,20551,680,5,0.14,1,0,0
44,30000,18509,607,4,0.42,0,0,0
34,30000,8568,651,6,0.01,1,1,0
44,30000,5000,709,0,0.28,1,1,0
32,30000,13073,633,6,0.53,1,0,0
36,30000,21037,575,1,0.28,1,1,0
38,30000,21812,626,4,0.58,1,0,0
27,30000,23080,763,1,0.68,1,1,0
45,30000,21470,784,9,0.43,1,1,0
32,30000,15180,488,3,0.1,1,1,0
35,30000,12336,737,5,0.27,0,0,0
28,30000,19271,670,7,0.01,0,0,0
22,30000,18536,723,11,0.42,1,1,0
36,30000,14301,605,6,0.58,0,1,0
62,30000,5000,508,0,0.44,1,0,0
45,30000,22447,696,9,0.55,0,1,1
37,30000,12567,574,4,0.56,0,1,0
35,30000,10630,538,4,0.6,1,0,0
38,30000,16220,544,12,0.19,0,1,0
43,30000,17150,698,1,0.61,0,0,1
26,30000,7424,661,1,0.46,0,1,1
49,30000,20575,712,3,0.2,1,1,0
45,30000,9088,703,6,0.69,1,1,0
45,30000,6920,616,2,0.67,1,0,1
42,30000,11534,644,5,0.4,0,1,0
38,30000,18341,609,3,0.59,1,0,0
44,30000,23274,633,4,0.18,0,1,0
43,30000,19994,572,8,0.29,0,1,0
34,30000,22747,681,0,0.13,0,1,0
32,30000,5952,736,5,0.36,0,0,1
39,30000,5000,584,7,0.35,0,1,0
53,30000,14711,752,2,0.15,0,0,0
25,30000,9096,659,1,0.47,0,1,0
23,30000,20389,669,0,0.08,1,0,0
39,30000,17111,514,7,0.04,0,0,0
38,30000,23385,505,1,0.27,1,0,0
39,30000,8350,661,2,0.29,1,0,0
40,30000,13201,713,2,0.22,0,0,0
35,30000,13526,596,3,0.18,1,0,0
52,30000,8022,783,6,0.24,1,1,0
22,30000,15391,708,7,0.11,1,1,0
29,30000,12309,577,2,0.28,1,0,0
36,30000,12381,652,5,0.63,1,0,0
22,30000,10617,848,6,0.16,0,1,0
36,30000,5000,550,1,0.48,0,0,1
54,30000,13963,692,0,0.1,1,1,0
38,30000,10040,624,11,0.25,1,1,0
40,30000,5000,706,5,0.22,1,1,0
25,30000,9466,751,5,0.66,1,1,0
31,30000,8851,619,0,0.3,0,1,0
34,30000,11262,739,8,0.48,1,0,0
34,30000,5768,827,4,0.42,1,0,0
50,30000,13661,655,9,0.1,0,0,0
43,30000,17541,712,18,0.66,0,1,0
26,30000,16233,602,15,0.24,1,1,0
40,30000,19878,651,9,0.03,1,1,0
42,30000,12492,635,0,0.21,0,0,0
49,30000,13900,713,10,0.23,0,1,0
53,30000,20018,746,0,0.06,1,0,0
27,30000,11981,641,9,0.43,0,1,1
29,30000,17733,772,1,0.24,0,1,0
25,30000,12126,772,4,0.44,1,1,0
35,30000,11772,717,0,0.0,1,1,0
42,30000,18964,608,7,0.69,1,1,1
47,30000,6671,601,0,0.12,1,1,0
37,30000,10110,585,2,0.46,1,0,0
34,30000,7707,725,8,0.5,1,0,0
39,30000,10541,553,5,0.12,0,1,0
29,30000,7837,704,0,0.08,0,1,0
58,30000,15167,563,2,0.11,0,1,0
22,30000,19761,715,0,0.17,1,0,0
39,30000,19518,651,5,0.12,1,1,0
58,30000,10654,756,17,0.47,1,0,0
38,30000,23763,741,5,0.29,1,1,0
36,30000,15470,764,1,0.38,1,1,0
34,30000,11387,766,2,0.03,1,1,0
36,30000,20546,661,18,0.6,0,1,0
51,30000,18327,557,1,0.12,1,1,0
22,30000,18734,565,4,0.25,1,1,0
53,30000,7118,483,2,0.05,1,1,0
23,30000,12834,563,7,0.1,0,1,0
35,30000,21098,655,10,0.47,1,1,0
33,30000,13584,605,2,0.48,0,0,0
43,30000,17352,635,5,0.47,1,0,0
22,30000,15346,689,3,0.39,1,0,0
42,30000,20689,625,1,0.67,0,1,1
58,30000,8975,560,1,0.36,0,0,1
24,30000,15084,645,3,0.31,1,1,0
39,30000,5587,578,0,0.17,1,0,0
31,30000,17494,628,8,0.07,1,0,0
42,30000,18371,757,0,0.38,1,0,0
38,30000,5000,628,0,0.22,1,1,0
31,30000,17191,791,2,0.37,0,0,0
42,30000,11708,764,0,0.14,1,0,0
56,30000,5606,603,3,0.59,1,1,1
36,30000,11818,561,2,0.7,1,1,0
45,30000,7078,645,6,0.23,0,1,0
25,30000,11726,742,15,0.59,0,1,0
28,30000,11071,610,7,0.61,0,1,1
42,30000,18506,722,0,0.7,1,1,0
52,30000,19258,746,13,0.24,0,1,0
41,30000,15747,588,2,0.53,0,0,1
34,30000,5000,595,3,0.16,0,0,0
37,30000,22551,707,2,0.44,0,0,0
25,30000,17410,662,1,0.49,1,1,0
44,30000,5000,595,11,0.52,1,1,0
46,30000,20195,621,2,0.15,1,1,0
33,30000,7205,644,4,0.59,0,1,0
33,30000,15163,524,1,0.29,0,1,0
40,30000,12799,711,7,0.15,1,1,0
33,30000,11816,611,7,0.38,0,1,0
37,30000,21683,427,1,0.6,1,1,0
58,30000,12184,648,5,0.68,0,0,1
35,30000,5000,590,6,0.52,0,1,0
34,30000,22879,785,4,0.0,0,1,0
31,30000,22331,603,4,0.09,1,1,0
45,30000,17373,562,4,0.05,0,1,0
36,31534,13481,690,0,0.07,1,0,0
31,30000,5000,597,5,0.27,1,0,0
51,30000,19605,587,3,0.24,0,0,0
52,30000,5000,690,2,0.08,0,1,0
31,30000,5000,566,9,0.62,1,1,0
22,30000,14285,533,0,0.43,0,1,0
48,30000,6362,788,1,0.56,1,1,0
31,30000,5000,696,0,0.26,1,0,0
45,30000,11885,628,0,0.29,0,0,0
22,30000,5881,649,1,0.22,0,1,0
46,30000,6370,690,22,0.31,0,1,0
25,30000,5000,727,1,0.43,0,1,0
45,30000,7306,589,5,0.35,0,1,0
38,30000,18025,679,0,0.59,1,0,0
28,30000,19987,609,4,0.63,1,0,0
33,30000,12503,634,20,0.33,1,0,0
44,30000,13637,662,1,0.17,1,0,0
39,30000,5000,649,9,0.66,0,1,0
43,30000,5000,708,30,0.51,0,1,0
57,30000,8408,688,4,0.45,0,1,0
22,30000,14421,529,1,0.52,0,1,1
54,30000,18530,541,5,0.05,0,1,0
39,30000,15705,620,9,0.05,0,1,0
29,30000,11234,796,0,0.11,1,1,0
24,30000,5484,581,3,0.1,1,0,0
36,30000,19396,633,1,0.29,0,1,0
47,30000,10639,607,1,0.11,1,1,0
36,30000,18457,605,9,0.6,1,1,0
53,30000,13772,664,2,0.4,0,1,0
23,30000,18511,762,2,0.26,0,1,0
37,30000,22053,686,4,0.05,1,0,0
25,30000,22341,585,1,0.41,1,1,0
41,30000,14237,850,1,0.08,1,1,0
46,30000,13741,656,3,0.52,0,1,0
33,30000,8579,603,2,0.56,0,0,1
22,30000,22651,762,1,0.38,0,1,0
39,30000,12616,612,0,0.1,1,1,0
42,30000,5679,783,3,0.55,0,1,0
42,30000,12086,580,8,0.22,0,0,0
50,30000,5668,764,9,0.16,1,1,0
27,30000,13553,666,1,0.33,0,0,0
44,30000,14786,753,4,0.65,0,1,1
49,30000,10092,802,9,0.21,1,0,0
22,30000,5000,559,2,0.63,0,1,1
41,30000,22813,752,13,0.04,0,1,0
32,30000,19240,537,11,0.06,0,0,0
37,30000,20616,566,1,0.49,1,0,0
41,30000,10704,585,1,0.13,0,0,0
33,30000,18977,690,0,0.22,0,1,0
31,30000,13192,652,1,0.1,1,1,0
38,30000,7222,636,11,0.23,0,1,0
27,30000,5612,661,13,0.2,0,1,0
27,30000,10246,697,0,0.52,1,1,0
44,30000,5888,703,4,0.49,0,1,0
26,30000,23963,737,4,0.67,0,1,1
44,30000,5000,795,2,0.51,1,0,0
42,30000,12264,648,4,0.49,1,1,0
22,30000,12493,608,14,0.49,1,0,0
31,30000,9313,699,0,0.62,0,1,0
49,30000,14998,558,0,0.21,0,0,0
28,30000,6149,595,0,0.21,1,0,0
33,30000,19462,729,2,0.52,0,0,0
42,30000,9981,640,2,0.16,0,1,0
45,30000,15418,553,2,0.64,1,0,0
35,30000,18028,530,3,0.37,0,1,1
32,30000,21669,653,7,0.21,1,0,0
52,30000,20551,741,2,0.54,0,0,1
55,30000,15774,740,2,0.22,0,0,0
47,30000,11156,658,8,0.67,1,0,1
38,30000,13567,810,9,0.69,0,1,0
29,30000,19143,641,1,0.47,1,0,0
29,30000,21428,638,1,0.08,0,0,0
43,30000,5179,444,8,0.18,0,0,0
42,30000,11081,614,0,0.36,0,0,1
52,30000,19298,718,1,0.6,0,1,0
44,30000,12064,775,2,0.13,1,1,0
22,30000,9976,583,1,0.07,1,0,0
48,30000,11637,686,0,0.05,1,0,0
28,30000,15659,733,2,0.35,1,1,0
34,30000,23995,650,7,0.62,1,0,0
40,30000,13352,467,9,0.03,0,1,0
57,30000,7378,669,19,0.15,0,1,0
65,30000,6419,710,0,0.49,1,0,0
44,30000,5000,574,1,0.58,0,0,0
36,30000,14735,629,7,0.57,0,0,0
43,30000,14436,557,3,0.55,1,1,0
46,30000,7309,444,1,0.09,0,0,0
34,30000,17601,732,1,0.28,0,1,0
55,30000,18563,649,1,0.69,0,1,0
40,30000,8441,777,2,0.69,1,0,0
42,30000,10226,718,0,0.42,0,0,0
44,30000,23799,621,16,0.5,1,1,0
42,30000,10859,643,0,0.67,0,0,1
46,30000,18976,695,21,0.31,1,0,0
31,30000,12507,727,9,0.1,0,1,0
32,30000,19660,675,2,0.47,1,0,0
26,30000,19149,738,6,0.67,0,1,0
42,30000,17022,626,5,0.49,1,0,0
45,30000,20950,570,1,0.56,1,1,0
42,30000,22723,644,2,0.3,0,1,0
54,30000,15179,666,3,0.07,0,0,0
37,30000,7986,553,5,0.12,1,0,0
44,30000,11371,543,3,0.69,1,0,1
27,30000,18924,685,3,0.35,0,1,0
34,30000,16668,617,2,0.01,0,1,0
44,30000,6733,636,3,0.67,0,0,0
46,30000,5000,621,2,0.35,0,1,0
35,30000,17342,771,3,0.59,0,1,0
37,30000,8272,750,10,0.38,1,1,0
22,30000,13493,551,5,0.07,0,0,0
34,30000,18681,607,6,0.43,0,1,0
46,30000,14816,718,4,0.7,1,1,0
43,30000,5000,698,5,0.02,1,1,0
43,30000,6897,646,4,0.59,0,0,1
38,30000,7605,558,0,0.16,0,0,0
38,30000,8415,595,39,0.28,0,1,0
31,30000,14873,608,0,0.26,0,1,0
44,30000,13583,672,2,0.63,0,0,1
42,30000,7266,786,0,0.35,0,1,0
42,30000,5000,595,0,0.31,0,0,0
32,30000,6600,567,7,0.57,1,0,0
22,30000,23672,641,2,0.03,0,0,0
48,30000,12839,732,8,0.06,0,0,0
33,30000,21214,534,1,0.02,1,1,0
29,30000,20823,766,1,0.48,1,0,0
44,30000,13741,636,1,0.37,0,0,0
34,30000,17840,591,4,0.61,0,1,1
48,30000,7047,521,8,0.35,1,0,0
44,30000,17456,706,3,0.16,0,1,0
44,30000,8720,636,2,0.56,1,1,0
24,30000,20473,663,18,0.21,1,0,0
50,30000,5000,577,0,0.65,0,0,1
40,30000,19235,624,3,0.18,1,1,0
34,30000,5098,611,2,0.12,1,1,0
39,30000,21504,641,0,0.35,1,1,0
22,30000,9388,596,1,0.04,0,1,0
42,30000,16742,527,0,0.03,1,1,0
27,30000,13237,850,10,0.35,1,0,0
24,30000,10692,540,4,0.15,1,1,0
22,30000,16554,664,8,0.01,1,0,0
49,30000,22897,508,3,0.21,0,0,0
31,30000,5000,490,4,0.33,0,0,1
53,30000,22295,657,6,0.28,0,1,0
32,30000,15790,663,11,0.09,0,1,0
22,30000,19953,750,0,0.41,0,0,0
26,30000,11061,681,2,0.5,0,0,0
50,30000,12908,638,6,0.47,0,0,0
36,30000,21245,574,15,0.28,1,0,0
32,30000,11711,769,19,0.1,1,1,0
39,30000,14227,724,5,0.35,1,1,0
43,30000,5000,550,1,0.62,0,1,1
49,30000,6330,653,0,0.33,0,1,0
52,30000,16475,661,14,0.14,0,1,0
34,30000,18056,622,2,0.07,1,0,0
24,30000,15234,711,1,0.66,1,1,0
33,30000,6009,716,13,0.52,0,1,0
40,30000,12353,634,0,0.22,1,1,0
28,30000,10456,627,6,0.21,1,1,0
28,30000,13408,769,4,0.63,1,1,0
41,30000,21276,724,0,0.12,0,0,0
37,30000,19293,655,2,0.37,1,0,0
38,30000,5000,519,0,0.5,1,1,1
30,30000,21696,677,4,0.28,0,1,0
35,30000,12907,705,3,0.03,0,1,0
28,30000,18621,429,0,0.16,0,0,0
46,30000,5940,670,18,0.63,0,1,1
48,30000,17085,616,2,0.37,0,1,0
22,30000,7962,632,1,0.57,0,1,1
28,30000,12205,577,1,0.39,0,1,0
23,30000,5000,638,0,0.66,0,0,1
31,30000,6183,761,35,0.64,0,1,0
37,30000,5000,614,1,0.34,1,1,0
23,30000,8034,727,2,0.22,1,1,0
28,30000,5100,585,10,0.42,0,0,0
27,30000,17530,710,5,0.47,0,1,0
40,30000,5000,650,2,0.35,1,1,0
38,30000,15972,678,11,0.58,1,1,0
30,30000,5954,650,6,0.13,0,1,0
39,30000,22848,701,1,0.23,1,0,0
32,30000,22594,444,5,0.48,0,1,1
35,30000,7735,536,12,0.17,1,1,0
54,30000,15902,683,3,0.31,1,1,0
51,30000,5000,486,6,0.67,0,0,1
25,30000,22567,607,17,0.44,1,0,0
46,30000,13982,645,5,0.66,0,1,1
46,30000,5000,583,0,0.51,1,0,0
26,30000,10192,594,1,0.51,0,1,0
46,30000,5000,671,4,0.41,1,0,0
53,30000,11251,730,1,0.1,0,1,0
26,30000,17068,573,15,0.36,1,1,0
28,30000,12867,603,2,0.18,1,1,0
48,30000,11058,591,3,0.7,0,0,1
40,30000,5502,456,6,0.19,0,0,0
43,30000,8143,661,3,0.16,0,0,0
41,30000,5103,724,2,0.44,1,1,0
41,30000,19957,731,0,0.36,1,1,0
24,30000,5840,580,4,0.01,0,1,0
48,30000,15502,549,10,0.09,1,1,0
49,30000,10197,651,5,0.57,0,1,1
35,30000,7745,716,2,0.34,0,0,0
37,30000,16428,662,0,0.1,0,0,0
22,30000,12597,673,8,0.33,1,1,0
43,30000,11403,741,14,0.18,1,0,0
43,30000,15449,590,2,0.16,1,1,0
37,30000,13316,632,6,0.67,0,0,1
49,30000,9373,780,2,0.25,1,0,0
34,30000,14740,634,3,0.03,0,1,0
43,30000,17059,548,9,0.68,0,1,1
27,30000,5000,596,0,0.56,0,1,0
37,30000,12783,574,3,0.18,0,1,0
36,30000,5000,678,1,0.29,1,0,0
40,30000,6914,578,2,0.6,0,0,1
34,30000,14770,671,5,0.25,1,1,0
36,30000,21189,591,0,0.4,0,1,0
46,30000,21538,480,4,0.37,0,0,0
33,30000,5000,674,1,0.28,0,1,0
22,30000,11801,661,5,0.45,0,1,0
55,30000,15243,691,0,0.33,1,0,0
51,30000,6088,596,6,0.01,0,1,0
25,30000,19074,587,5,0.57,1,1,0
44,30000,18628,682,17,0.08,0,0,0
32,30000,21970,771,12,0.32,0,1,0
40,30000,5000,650,1,0.41,0,1,0
40,30000,7550,683,0,0.49,1,1,0
35,30000,20370,624,5,0.29,0,1,0
30,30000,17082,526,4,0.51,1,0,1
31,30000,21782,727,0,0.09,0,0,0
28,30000,5000,722,0,0.46,0,1,0
29,30000,15536,706,4,0.58,1,1,0
37,30000,14949,635,12,0.62,0,0,1
30,30000,5000,697,11,0.41,0,0,0
44,30000,13783,721,0,0.22,1,1,0
52,30000,15799,779,2,0.11,0,1,0
32,30000,7017,729,0,0.24,1,0,0
40,30000,8739,655,3,0.38,0,1,0
42,30000,16447,545,6,0.14,0,0,0
42,30000,12834,662,7,0.67,0,0,1
38,30000,21018,670,3,0.63,1,0,0
45,30000,10190,706,0,0.02,1,1,0
42,30000,8599,758,2,0.39,1,1,0
25,30000,23682,642,13,0.55,1,1,0
46,30000,22133,818,1,0.17,0,0,0
46,30000,5000,509,1,0.37,0,1,1
30,30000,19185,683,6,0.28,0,0,0
38,30000,5317,586,6,0.14,1,1,0
44,30000,5000,497,12,0.43,1,1,0
35,30000,8747,633,2,0.7,0,0,1
48,30000,8656,533,3,0.26,0,0,0
61,30000,20205,637,3,0.39,1,1,0
30,30000,17924,652,13,0.23,1,1,0
24,30000,23613,739,7,0.61,1,0,1
41,30000,17941,529,8,0.61,0,1,1
45,30000,11783,722,0,0.13,1,0,0
35,30000,17677,657,7,0.63,1,0,0
52,30000,23988,732,2,0.11,0,1,0
24,30000,17912,615,0,0.07,1,1,0
44,30000,18995,543,0,0.46,0,0,1
31,30000,22705,552,5,0.27,0,0,0
55,30000,5386,546,2,0.37,1,1,0
57,30000,17800,688,10,0.46,1,1,0
30,30000,20866,768,6,0.04,0,1,0
32,30000,23041,604,0,0.21,0,1,0
46,30000,7430,700,5,0.32,1,1,0
34,30000,13582,528,1,0.19,0,0,0
37,30000,17291,664,2,0.03,0,1,0
38,30000,8196,703,4,0.06,0,0,0
22,30000,15609,534,10,0.56,1,1,1
37,30000,8409,633,3,0.64,0,1,1
31,30000,10002,707,8,0.11,1,1,0
33,30000,12271,415,7,0.17,0,1,0
52,30000,14112,756,2,0.46,1,1,0
25,30000,12436,678,3,0.67,1,1,1
46,30000,13357,707,6,0.21,1,1,0
35,30000,9270,616,0,0.6,0,1,1
35,30000,6338,512,11,0.35,0,1,0
45,30000,5000,692,7,0.67,1,0,0
41,30000,7115,643,1,0.1,1,1,0
43,30000,15220,652,19,0.68,0,0,0
47,30000,19508,737,0,0.31,0,1,0
34,30000,6554,710,12,0.67,0,1,1
31,30000,5279,803,1,0.32,0,0,0
27,30000,18735,662,7,0.37,0,0,0
29,30000,9408,594,3,0.56,1,0,0
65,30000,22981,634,6,0.51,0,0,1
50,30000,18000,683,0,0.43,0,1,0
24,30000,9861,731,1,0.29,1,1,0
24,30000,9080,532,0,0.55,0,1,1
42,30000,13997,650,10,0.66,1,0,0
43,30000,5000,778,1,0.01,0,0,0
43,30000,5471,630,5,0.41,1,1,0
35,30000,6693,724,8,0.61,0,1,1
36,30000,19269,689,11,0.46,1,1,0
41,30000,13791,726,0,0.56,0,0,1
38,30000,5000,585,11,0.63,0,0,1
22,30000,17143,585,1,0.53,0,0,1
35,30000,11897,651,6,0.5,0,1,0
29,30000,13727,527,6,0.68,0,1,1
39,30000,7496,628,0,0.6,1,1,0
65,30000,14587,670,1,0.57,0,1,0
41,30000,23562,792,3,0.06,1,1,0
34,30000,5000,682,2,0.17,0,1,0
47,30000,8962,700,12,0.39,1,1,0
42,30000,8102,743,2,0.5,1,1,0
42,30000,8219,572,13,0.21,1,1,0
44,30000,10952,636,3,0.07,0,0,0
58,30000,20180,844,16,0.22,0,0,0
26,30000,22170,643,6,0.54,0,1,0
42,30000,7246,739,8,0.61,1,1,0
28,30000,14401,727,0,0.64,1,1,0
43,30000,16374,531,4,0.27,1,1,0
28,30000,13958,674,0,0.26,0,0,0
